,songs,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
479,Please Me,"Cardi B, Bruno Mars",Top Songs of 2019: New Zealand,0.747,0.57,1.0,-6.711,1.0,0.081,0.0642,0.0,0.0832,0.65,133.992,200890.0,71.0
480,The Git Up,Blanco Brown,Top Songs of 2019: New Zealand,0.847,0.678,9.0,-8.635,1.0,0.109,0.0669,0.0,0.274,0.811,97.984,200594.0,64.0
481,Money,Cardi B,Top Songs of 2019: New Zealand,0.95,0.59,8.0,-6.508,0.0,0.29,0.00534,0.0,0.11,0.219,130.003,183527.0,69.0
482,Nevermind,Dennis Lloyd,Top Songs of 2019: New Zealand,0.6,0.688,5.0,-8.339,0.0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600.0,71.0
483,Whatchamacallit (feat. Chris Brown),Ella Mai,Top Songs of 2019: New Zealand,0.656,0.616,5.0,-4.668,1.0,0.0392,0.17,0.0,0.219,0.269,98.871,179411.0,61.0
484,Perfect,Ed Sheeran,Top Songs of 2019: New Zealand,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,263400.0,85.0
485,SOS (feat. Aloe Blacc),Avicii,Top Songs of 2019: New Zealand,0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.119,0.376,100.001,157202.0,69.0
486,idontwannabeyouanymore,Billie Eilish,Top Songs of 2019: New Zealand,0.483,0.412,7.0,-8.461,1.0,0.0402,0.737,0.0,0.116,0.247,170.163,203569.0,77.0
487,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,Top Songs of 2019: New Zealand,0.857,0.621,9.0,-6.376,0.0,0.0825,0.148,0.0,0.0865,0.668,97.989,204467.0,72.0
488,Praise The Lord (Da Shine) [feat. Skepta],A$AP Rocky,Top Songs of 2019: New Zealand,0.854,0.569,5.0,-8.151,0.0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040.0,78.0
489,Circles,Post Malone,Top Songs of 2019: New Zealand,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280.0,82.0
490,breathin,Ariana Grande,Top Songs of 2019: New Zealand,0.568,0.656,8.0,-5.413,1.0,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160.0,68.0
491,Closer,SIX60,Top Songs of 2019: New Zealand,0.527,0.734,0.0,-6.448,1.0,0.196,0.272,2.26e-05,0.154,0.653,91.451,196869.0,37.0
492,I Don’t Belong in This Club,"Why Don't We, Macklemore",Top Songs of 2019: New Zealand,0.797,0.543,11.0,-5.744,1.0,0.0439,0.0202,0.0,0.0726,0.164,115.036,222621.0,47.0
493,Dreams,Fleetwood Mac,Top Songs of 2019: New Zealand,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,79.0
494,bellyache,Billie Eilish,Top Songs of 2019: New Zealand,0.829,0.368,4.0,-8.626,0.0,0.131,0.199,0.0506,0.353,0.202,100.027,220800.0,0.0
495,Electricity (feat. Diplo & Mark Ronson),"Silk City, Dua Lipa",Top Songs of 2019: New Zealand,0.582,0.672,0.0,-6.332,1.0,0.0444,0.0107,4.81e-06,0.367,0.549,118.217,219427.0,14.0
496,So Close (feat. Georgia Ku),"NOTD, Felix Jaehn, Captain Cuts",Top Songs of 2019: New Zealand,0.7,0.872,10.0,-5.896,1.0,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302.0,64.0
497,Havana (feat. Young Thug),Camila Cabello,Top Songs of 2019: New Zealand,0.765,0.523,2.0,-4.333,1.0,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307.0,76.0
498,I Fall Apart,Post Malone,Top Songs of 2019: New Zealand,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347.0,77.0
499,Drip Too Hard,"Lil Baby, Gunna",Top Songs of 2019: New Zealand,0.897,0.662,1.0,-6.903,0.0,0.292,0.0852,0.0,0.534,0.389,112.511,145543.0,81.0
500,Dance Monkey,Tones And I,Top Songs of 2020: New Zealand,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438.0,74.0
501,Blinding Lights,The Weeknd,Top Songs of 2020: New Zealand,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,87.0
502,Don't Start Now,Dua Lipa,Top Songs of 2020: New Zealand,0.726,0.588,4.0,-12.406,0.0,0.0569,0.00168,0.00814,0.0809,0.673,114.988,267253.0,34.0
503,In the Air,L.A.B,Top Songs of 2020: New Zealand,0.974,0.643,9.0,-8.857,0.0,0.0452,0.105,0.00141,0.0833,0.967,117.985,252680.0,60.0
504,Circles,Post Malone,Top Songs of 2020: New Zealand,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280.0,82.0
505,Glitter,BENEE,Top Songs of 2020: New Zealand,0.801,0.589,7.0,-5.157,1.0,0.0485,0.0863,0.0,0.162,0.58,116.934,180147.0,62.0
506,Memories,Maroon 5,Top Songs of 2020: New Zealand,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,189486.0,82.0
507,Watermelon Sugar,Harry Styles,Top Songs of 2020: New Zealand,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0,85.0
508,Someone You Loved,Lewis Capaldi,Top Songs of 2020: New Zealand,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,84.0
509,Please Don't Go,SIX60,Top Songs of 2020: New Zealand,0.706,0.52,11.0,-6.427,0.0,0.197,0.364,0.0,0.201,0.702,176.018,159728.0,37.0
510,ROXANNE,Arizona Zervas,Top Songs of 2020: New Zealand,0.621,0.601,6.0,-5.616,0.0,0.148,0.0522,0.0,0.46,0.457,116.735,163636.0,74.0
511,Catching Feelings (feat. SIX60),Drax Project,Top Songs of 2020: New Zealand,0.396,0.521,3.0,-5.877,1.0,0.101,0.605,0.0,0.157,0.34,175.558,218854.0,58.0
512,Adore You,Harry Styles,Top Songs of 2020: New Zealand,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133.0,81.0
513,Ride It,Regard,Top Songs of 2020: New Zealand,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606.0,76.0
514,The Greatest,SIX60,Top Songs of 2020: New Zealand,0.616,0.621,2.0,-5.721,1.0,0.0456,0.323,1.48e-05,0.14,0.329,93.068,170922.0,41.0
515,Intentions (feat. Quavo),Justin Bieber,Top Songs of 2020: New Zealand,0.806,0.546,9.0,-6.637,1.0,0.0575,0.3,0.0,0.102,0.874,147.986,212867.0,72.0
516,Before You Go,Lewis Capaldi,Top Songs of 2020: New Zealand,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,215107.0,80.0
517,Say So,Doja Cat,Top Songs of 2020: New Zealand,0.787,0.673,11.0,-4.583,0.0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893.0,75.0
518,Roses (Imanbek Remix),SAINt JHN,Top Songs of 2020: New Zealand,0.769,0.719,8.0,-5.472,1.0,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867.0,63.0
519,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Top Songs of 2020: New Zealand,0.767,0.481,0.0,-8.52,0.0,0.0803,0.234,0.0,0.269,0.761,150.076,171375.0,72.0
520,The Box,Roddy Ricch,Top Songs of 2020: New Zealand,0.896,0.586,10.0,-6.687,0.0,0.0559,0.104,0.0,0.79,0.642,116.971,196653.0,78.0
521,everything i wanted,Billie Eilish,Top Songs of 2020: New Zealand,0.704,0.225,6.0,-14.454,0.0,0.0994,0.902,0.657,0.106,0.243,120.006,245426.0,80.0
522,Long Gone,SIX60,Top Songs of 2020: New Zealand,0.655,0.416,2.0,-6.449,1.0,0.0723,0.504,0.0,0.0804,0.536,91.863,178080.0,41.0
523,Go Crazy,"Chris Brown, Young Thug",Top Songs of 2020: New Zealand,0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,176960.0,73.0
524,bad guy,Billie Eilish,Top Songs of 2020: New Zealand,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,79.0
525,Supalonely (feat. Gus Dapperton),BENEE,Top Songs of 2020: New Zealand,0.862,0.631,7.0,-4.746,1.0,0.0515,0.291,0.000209,0.123,0.841,128.978,223488.0,58.0
526,Señorita,"Shawn Mendes, Camila Cabello",Top Songs of 2020: New Zealand,0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800.0,77.0
527,ROCKSTAR (feat. Roddy Ricch),DaBaby,Top Songs of 2020: New Zealand,0.746,0.69,11.0,-7.956,1.0,0.164,0.247,0.0,0.101,0.497,89.977,181733.0,75.0
528,Sunflower (Spider-Man: Into the Spider-Verse),"Post Malone, Swae Lee",Top Songs of 2020: New Zealand,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0,79.0
529,Yummy,Justin Bieber,Top Songs of 2020: New Zealand,0.676,0.506,9.0,-6.652,0.0,0.0958,0.345,0.0,0.118,0.497,145.842,208520.0,65.0
530,I Don't Care,"Ed Sheeran, Justin Bieber",Top Songs of 2020: New Zealand,0.798,0.676,6.0,-5.041,1.0,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947.0,0.0
531,HIGHEST IN THE ROOM,Travis Scott,Top Songs of 2020: New Zealand,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721.0,78.0
532,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,Top Songs of 2020: New Zealand,0.857,0.621,9.0,-6.376,0.0,0.0825,0.148,0.0,0.0865,0.668,97.989,204467.0,72.0
533,Old Town Road (feat. Billy Ray Cyrus) [Remix],Lil Nas X,Top Songs of 2020: New Zealand,0.881,0.58,6.0,-5.613,1.0,0.108,0.0529,0.0,0.11,0.62,136.055,155387.0,17.0
534,Good as Hell (feat. Ariana Grande) [Remix],Lizzo,Top Songs of 2020: New Zealand,0.668,0.892,5.0,-3.001,0.0,0.0645,0.298,0.0,0.735,0.478,95.927,159011.0,61.0
535,Eastside,"benny blanco, Halsey, Khalid",Top Songs of 2020: New Zealand,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,170770.0,75.0
536,Shallow,"Lady Gaga, Bradley Cooper",Top Songs of 2020: New Zealand,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,81.0
537,Physical,Dua Lipa,Top Songs of 2020: New Zealand,0.647,0.844,0.0,-3.756,1.0,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829.0,0.0
538,Never Enough,SIX60,Top Songs of 2020: New Zealand,0.761,0.65,8.0,-5.872,1.0,0.0322,0.121,5.3e-05,0.153,0.792,142.015,171016.0,34.0
539,Stuck with U,"Ariana Grande, Justin Bieber",Top Songs of 2020: New Zealand,0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,228482.0,78.0
540,"10,000 Hours","Dan + Shay, Justin Bieber",Top Songs of 2020: New Zealand,0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,167693.0,73.0
541,Lose You to Love Me,Selena Gomez,Top Songs of 2020: New Zealand,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,206459.0,77.0
542,Beautiful People (feat. Khalid),Ed Sheeran,Top Songs of 2020: New Zealand,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,197867.0,70.0
543,Know Your Worth,"Khalid, Disclosure",Top Songs of 2020: New Zealand,0.79,0.694,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436.0,65.0
544,No Guidance (feat. Drake),Chris Brown,Top Songs of 2020: New Zealand,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,260640.0,75.0
545,Post Malone (feat. RANI),Sam Feldt,Top Songs of 2020: New Zealand,0.59,0.642,7.0,-3.87,1.0,0.122,0.0771,0.0,0.105,0.651,107.356,174444.0,63.0
546,Ballin’,"Mustard, Roddy Ricch",Top Songs of 2020: New Zealand,0.809,0.545,7.0,-6.678,1.0,0.0735,0.392,0.0,0.151,0.244,97.008,180435.0,75.0
547,Rain On Me,"Lady Gaga, Ariana Grande",Top Songs of 2020: New Zealand,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,182200.0,72.0
548,Falling,Harry Styles,Top Songs of 2020: New Zealand,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133.0,80.0
549,WAP (feat. Megan Thee Stallion),Cardi B,Top Songs of 2020: New Zealand,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,187541.0,76.0
550,Shotgun,George Ezra,Top Songs of 2020: New Zealand,0.673,0.735,5.0,-4.733,1.0,0.0457,0.286,0.0,0.242,0.754,115.744,201287.0,73.0
551,Sunday Best,Surfaces,Top Songs of 2020: New Zealand,0.878,0.525,5.0,-6.832,1.0,0.0578,0.183,0.0,0.0714,0.694,112.022,158571.0,72.0
552,hot girl bummer,blackbear,Top Songs of 2020: New Zealand,0.782,0.559,6.0,-7.106,0.0,0.0767,0.125,0.0,0.385,0.685,129.992,188344.0,75.0
553,Break My Heart,Dua Lipa,Top Songs of 2020: New Zealand,0.73,0.729,4.0,-3.434,0.0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820.0,74.0
554,You should be sad,Halsey,Top Songs of 2020: New Zealand,0.591,0.585,2.0,-6.35,1.0,0.0277,0.143,0.0,0.109,0.324,110.94,205473.0,69.0
555,Raining,SIX60,Top Songs of 2020: New Zealand,0.662,0.668,1.0,-4.851,1.0,0.0432,0.23,0.000427,0.1,0.578,119.932,182325.0,39.0
556,If the World Was Ending (feat. Julia Michaels),JP Saxe,Top Songs of 2020: New Zealand,0.464,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801,208687.0,74.0
558,Toosie Slide,Drake,Top Songs of 2020: New Zealand,0.834,0.454,1.0,-9.75,0.0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059.0,69.0
559,Dreams,Fleetwood Mac,Top Songs of 2020: New Zealand,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,79.0
560,This City,Sam Fischer,Top Songs of 2020: New Zealand,0.605,0.377,11.0,-6.213,1.0,0.0443,0.733,0.0,0.0808,0.519,73.877,194853.0,73.0
561,Trampoline,"SHAED, ZAYN",Top Songs of 2020: New Zealand,0.619,0.459,7.0,-5.782,0.0,0.0334,0.56,0.0,0.137,0.498,126.803,184280.0,65.0
562,SUGAR,BROCKHAMPTON,Top Songs of 2020: New Zealand,0.453,0.538,1.0,-8.212,1.0,0.0638,0.449,0.0,0.19,0.516,122.973,204533.0,68.0
563,Shape of You,Ed Sheeran,Top Songs of 2020: New Zealand,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,83.0
564,Bruises,Lewis Capaldi,Top Songs of 2020: New Zealand,0.736,0.308,4.0,-7.83,1.0,0.0677,0.946,0.0,0.186,0.361,111.202,220492.0,77.0
565,Life Is Good (feat. Drake),Future,Top Songs of 2020: New Zealand,0.676,0.609,2.0,-5.831,0.0,0.481,0.0706,0.0,0.152,0.508,142.037,237735.0,73.0
566,Engineers,Hp Boyz,Top Songs of 2020: New Zealand,0.934,0.402,7.0,-10.843,1.0,0.294,0.306,1.97e-05,0.0931,0.306,99.954,215523.0,49.0
567,ocean eyes,Billie Eilish,Top Songs of 2020: New Zealand,0.511,0.363,4.0,-7.65,0.0,0.041,0.816,0.0317,0.084,0.169,144.892,200379.0,76.0
568,Body (feat. brando),Loud Luxury,Top Songs of 2020: New Zealand,0.751,0.763,1.0,-4.393,1.0,0.0397,0.051,2.23e-05,0.0593,0.593,121.99,162947.0,16.0
569,Graveyard,Halsey,Top Songs of 2020: New Zealand,0.667,0.583,11.0,-5.127,0.0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806.0,64.0
570,Rover (feat. DTG),S1mba,Top Songs of 2020: New Zealand,0.613,0.624,11.0,-6.66,0.0,0.206,0.496,0.0,0.283,0.803,62.948,167917.0,69.0
571,Falling,Trevor Daniel,Top Songs of 2020: New Zealand,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382.0,75.0
572,Godzilla (feat. Juice WRLD),Eminem,Top Songs of 2020: New Zealand,0.808,0.745,10.0,-5.26,0.0,0.342,0.145,0.0,0.292,0.829,165.995,210800.0,79.0
573,Lights Up,Harry Styles,Top Songs of 2020: New Zealand,0.575,0.621,10.0,-8.165,0.0,0.032,0.0392,0.0045,0.141,0.27,101.987,172213.0,72.0
574,when the party's over,Billie Eilish,Top Songs of 2020: New Zealand,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077.0,80.0
575,Controller,L.A.B,Top Songs of 2020: New Zealand,0.783,0.546,4.0,-10.531,1.0,0.0357,0.397,0.000398,0.0723,0.572,143.994,275080.0,54.0
576,Soaked,BENEE,Top Songs of 2020: New Zealand,0.793,0.588,9.0,-5.248,0.0,0.0353,0.464,0.0,0.105,0.601,93.004,240947.0,56.0
577,My Oh My (feat. DaBaby),Camila Cabello,Top Songs of 2020: New Zealand,0.724,0.491,8.0,-6.024,1.0,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746.0,71.0
578,Higher Love,"Kygo, Whitney Houston",Top Songs of 2020: New Zealand,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267.0,72.0
579,Breaking Me,"Topic, A7S",Top Songs of 2020: New Zealand,0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,166794.0,73.0
580,3 Nights,Dominic Fike,Top Songs of 2020: New Zealand,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891,177667.0,71.0
581,Misunderstood,Youngn Lipz,Top Songs of 2020: New Zealand,0.882,0.674,7.0,-5.251,0.0,0.108,0.114,0.0,0.348,0.435,129.98,149308.0,51.0
582,Vibes,SIX60,Top Songs of 2020: New Zealand,0.825,0.44,5.0,-8.465,0.0,0.0349,0.0375,1.84e-05,0.0946,0.692,103.0,211959.0,40.0
583,Blueberry Faygo,Lil Mosey,Top Songs of 2020: New Zealand,0.774,0.554,0.0,-7.909,1.0,0.0383,0.207,0.0,0.132,0.349,99.034,162547.0,71.0
584,Find an Island,BENEE,Top Songs of 2020: New Zealand,0.836,0.681,2.0,-3.793,0.0,0.0434,0.285,0.0,0.0729,0.854,81.554,192613.0,0.0
585,SICKO MODE,Travis Scott,Top Songs of 2020: New Zealand,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,312820.0,79.0
586,Happier,"Marshmello, Bastille",Top Songs of 2020: New Zealand,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,214290.0,79.0
587,Sucker,Jonas Brothers,Top Songs of 2020: New Zealand,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027.0,77.0
588,Piece Of Your Heart,"Meduza, Goodboys",Top Songs of 2020: New Zealand,0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913.0,73.0
589,What a Man Gotta Do,Jonas Brothers,Top Songs of 2020: New Zealand,0.852,0.698,9.0,-7.206,1.0,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645.0,68.0
591,Dancing With A Stranger,"Sam Smith, Normani",Top Songs of 2020: New Zealand,0.741,0.52,8.0,-7.513,1.0,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030.0,72.0
592,Lover,Taylor Swift,Top Songs of 2020: New Zealand,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307.0,81.0
593,Like That (feat. Gucci Mane),Doja Cat,Top Songs of 2020: New Zealand,0.879,0.498,4.0,-6.027,0.0,0.18,0.239,0.0,0.0967,0.405,106.044,163173.0,70.0
594,Truth Hurts,Lizzo,Top Songs of 2020: New Zealand,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087,173325.0,72.0
595,Ghosts,SIX60,Top Songs of 2020: New Zealand,0.579,0.708,0.0,-5.736,1.0,0.0545,0.318,0.0,0.109,0.376,95.009,216291.0,29.0
596,lovely,"Billie Eilish, Khalid",Top Songs of 2020: New Zealand,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,200186.0,85.0
597,Better,Khalid,Top Songs of 2020: New Zealand,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,229320.0,74.0
599,Sundown,SIX60,Top Songs of 2020: New Zealand,0.794,0.553,4.0,-7.304,0.0,0.0434,0.402,0.00162,0.206,0.485,104.975,177123.0,41.0
600,Levitating (feat. DaBaby),Dua Lipa,Top Songs of 2021: New Zealand,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,80.0
601,drivers license,Olivia Rodrigo,Top Songs of 2021: New Zealand,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013.0,82.0
602,Blinding Lights,The Weeknd,Top Songs of 2021: New Zealand,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,87.0
603,Kiss Me More (feat. SZA),Doja Cat,Top Songs of 2021: New Zealand,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,78.0
604,positions,Ariana Grande,Top Songs of 2021: New Zealand,0.737,0.802,0.0,-4.771,1.0,0.0878,0.468,0.0,0.0931,0.682,144.015,172325.0,79.0
605,Heat Waves,Glass Animals,Top Songs of 2021: New Zealand,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0,82.0
606,In the Air,L.A.B,Top Songs of 2021: New Zealand,0.974,0.643,9.0,-8.857,0.0,0.0452,0.105,0.00141,0.0833,0.967,117.985,252680.0,60.0
607,Head & Heart (feat. MNEK),Joel Corry,Top Songs of 2021: New Zealand,0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028.0,75.0
608,Mood (feat. iann dior),24kGoldn,Top Songs of 2021: New Zealand,0.701,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,140533.0,78.0
609,Dreams,Fleetwood Mac,Top Songs of 2021: New Zealand,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,79.0
610,good 4 u,Olivia Rodrigo,Top Songs of 2021: New Zealand,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,178147.0,82.0
611,Peaches (feat. Daniel Caesar & GIVĒON),Justin Bieber,Top Songs of 2021: New Zealand,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,198082.0,80.0
612,Why Oh Why,L.A.B,Top Songs of 2021: New Zealand,0.772,0.535,9.0,-9.034,1.0,0.0675,0.0131,0.00147,0.142,0.775,81.986,290160.0,53.0
613,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Top Songs of 2021: New Zealand,0.767,0.481,0.0,-8.52,0.0,0.0803,0.234,0.0,0.269,0.761,150.076,171375.0,72.0
614,Dynamite,BTS,Top Songs of 2021: New Zealand,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054.0,79.0
615,Holy (feat. Chance the Rapper),Justin Bieber,Top Songs of 2021: New Zealand,0.673,0.704,6.0,-8.056,1.0,0.36,0.196,0.0,0.0898,0.372,86.919,212093.0,69.0
616,Watermelon Sugar,Harry Styles,Top Songs of 2021: New Zealand,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0,85.0
617,HEARTBREAK ANNIVERSARY,GIVĒON,Top Songs of 2021: New Zealand,0.443,0.459,0.0,-8.955,1.0,0.074,0.546,1.05e-06,0.307,0.565,87.064,198371.0,73.0
618,Dance Monkey,Tones And I,Top Songs of 2021: New Zealand,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438.0,74.0
619,Controller,L.A.B,Top Songs of 2021: New Zealand,0.783,0.546,4.0,-10.531,1.0,0.0357,0.397,0.000398,0.0723,0.572,143.994,275080.0,54.0
620,STAY,"The Kid LAROI, Justin Bieber",Top Songs of 2021: New Zealand,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,83.0
621,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Top Songs of 2021: New Zealand,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,242096.0,79.0
622,Sundown,SIX60,Top Songs of 2021: New Zealand,0.794,0.553,4.0,-7.304,0.0,0.0434,0.402,0.00162,0.206,0.485,104.975,177123.0,41.0
623,Don't Start Now,Dua Lipa,Top Songs of 2021: New Zealand,0.726,0.588,4.0,-12.406,0.0,0.0569,0.00168,0.00814,0.0809,0.673,114.988,267253.0,34.0
624,Bad Habits,Ed Sheeran,Top Songs of 2021: New Zealand,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747.0,83.0
625,Go Crazy,"Chris Brown, Young Thug",Top Songs of 2021: New Zealand,0.755,0.578,0.0,-8.932,0.0,0.145,0.316,0.0,0.25,0.581,94.148,176960.0,73.0
626,Someone You Loved,Lewis Capaldi,Top Songs of 2021: New Zealand,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,84.0
627,deja vu,Olivia Rodrigo,Top Songs of 2021: New Zealand,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507.0,81.0
628,MONTERO (Call Me By Your Name),Lil Nas X,Top Songs of 2021: New Zealand,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,137704.0,77.0
629,you broke me first,Tate McRae,Top Songs of 2021: New Zealand,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,169266.0,79.0
630,Astronaut In The Ocean,Masked Wolf,Top Songs of 2021: New Zealand,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,132780.0,74.0
631,All She Wrote,SIX60,Top Songs of 2021: New Zealand,0.8,0.527,7.0,-7.694,1.0,0.0915,0.196,1.08e-05,0.114,0.368,124.969,197865.0,41.0
632,Fade Away,SIX60,Top Songs of 2021: New Zealand,0.514,0.68,1.0,-5.743,0.0,0.0632,0.269,9.09e-05,0.135,0.328,78.013,211658.0,33.0
